OBJECTID,plot,gradient,park,elev,slope,PDIR,heat_loa,aspect,tree,subshrub,shrub,forb,gram,bryo,lichen,soil,duff,rock,water,richness,height,lat,long,Temp_Mean_1990_2009,logs_1990_1999,mu_ALT,mu_permafrost,Precip_Mean_1990_1999,RSDS_mean_1995,VPD_mean_1995,slope1km,elev1km
18,4P,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.494274169206619,0.488391578197479,104.000000000000000,0.000000000000000,20.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31.000000000000000,6.184000015000000,65.498911140000004,-163.496931300000000,-4.9000001,143.0000000,99.0000000,5.0000000,419.0000000,0.4601431,7.1192880,1.0614378,302.5003052
19,4S,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.493821233510971,0.497554630041122,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,23.000000000000000,7.149385452000000,65.504790540000002,-163.439650000000000,-5.0000000,143.0000000,99.0000000,5.0000000,430.0000000,0.4598426,6.9459362,0.7490073,348.5634155
20,5L,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.481994628906250,0.437608808279037,88.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,21.000000000000000,2.254880190000000,65.797258619999994,-162.744110299999990,-4.5999999,144.0000000,54.9399986,87.0000000,399.0000000,0.4098103,7.4195399,0.5435853,218.3219604
21,5M,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.502523660659790,0.467354625463486,112.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12.000000000000000,4.974999905000000,65.821323390000003,-162.740054800000000,-4.3000002,146.0000000,54.9399986,87.0000000,392.0000000,0.4065822,7.4195399,0.7779958,186.0139771
22,5P,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.489189952611923,0.499069988727570,274.000000000000000,0.000000000000000,45.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11.000000000000000,3.680000000000000,65.622105000000005,-162.944943400000000,-4.5000000,145.0000000,70.1999969,88.0000000,412.0000000,0.4392118,7.3355904,0.9077916,272.4968262
23,5S,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.432907640933990,0.435689240694046,20.000000000000000,0.000000000000000,20.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,37.000000000000000,2.527139187000000,65.800391439999999,-162.969721600000010,-4.9000001,141.0000000,70.1999969,88.0000000,434.0000000,0.4107079,7.4195399,0.2961786,312.5805969
24,5S-b,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.497588872909546,0.547441840171814,260.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,23.000000000000000,3.011685371000000,65.770211219999993,-163.254926299999990,-5.3000002,138.0000000,95.2099991,13.0000000,519.0000000,0.4133685,7.0239110,0.6805106,488.7095642
25,6L ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.498128473758698,0.502812445163727,230.000000000000000,0.000000000000000,29.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22.000000000000000,11.053333280000000,65.660943390000000,-163.232320600000010,-4.9000001,143.0000000,70.1999969,88.0000000,416.0000000,0.4320580,6.9728827,0.8527879,353.0591125
26,6L-b,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.491899758577347,0.509626865386963,260.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,28.000000000000000,3.219402552000000,65.767679209999997,-163.284468100000000,-5.0999999,141.0000000,54.9399986,87.0000000,501.0000000,0.4137563,7.0239110,0.9120335,482.0089111
27,6M,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.488685846328735,0.488451898097992,60.000000000000000,0.000000000000000,15.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,24.000000000000000,8.669610023000001,65.653004050000007,-163.458570299999990,-4.8000002,143.0000000,70.1999969,88.0000000,407.0000000,0.4334490,6.9728827,0.6298033,297.3110657
28,6P,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.478067666292191,0.491098910570145,312.000000000000000,0.000000000000000,30.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,29.000000000000000,7.828670502000000,65.616220240000004,-163.434049600000010,-4.9000001,142.0000000,70.1999969,88.0000000,415.0000000,0.4402028,6.9728827,1.0849158,334.7558289
29,6S,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.514470577239990,0.531277835369110,232.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26.000000000000000,1.918760419000000,65.758876200000003,-163.242411100000000,-5.3000002,137.0000000,54.9399986,87.0000000,528.0000000,0.4161355,7.0239110,1.2561561,499.2124329
30,7L,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.489491850137711,0.488094687461853,84.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,8.763333320999999,65.688140989999994,-163.599954900000000,-4.6999998,144.0000000,70.1999969,88.0000000,420.0000000,0.4275655,7.2558203,0.1721433,303.1908569
31,7M,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.502456605434418,0.496241927146912,162.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13.000000000000000,9.462499619000001,65.635060069999994,-163.877906900000000,-4.5000000,146.0000000,70.1999969,88.0000000,380.0000000,0.4351420,7.2558203,0.9036613,156.4375153
32,7P,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.472285091876984,0.474540978670120,18.000000000000000,0.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,18.000000000000000,10.692500109999999,65.680561069999996,-163.631690800000000,-4.6999998,143.0000000,70.1999969,88.0000000,419.0000000,0.4275655,7.2558203,0.3388028,296.6911011
33,7S,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.493555396795273,0.497288048267365,0.000000000000000,0.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,42.000000000000000,7.852312088000000,65.524048809999996,-163.578143200000000,-4.8000002,145.0000000,99.0000000,5.0000000,391.0000000,0.4571526,7.1192880,0.7388718,251.3733673
34,7S-b,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.493558228015900,0.497290909290314,0.000000000000000,0.000000000000000,15.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,33.000000000000000,7.971962929000000,65.523839589999994,-163.606714100000000,-4.8000002,145.0000000,99.0000000,5.0000000,389.0000000,0.4575697,7.1192880,0.6375280,240.3119049
35,8L,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.404953896999359,0.427508711814880,2.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22.000000000000000,6.041886330000000,65.593281980000000,-164.234141800000000,-4.5000000,146.0000000,54.9399986,87.0000000,402.0000000,0.4402729,7.3155732,1.0008705,228.5635681
36,8L-b,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.493983477354050,0.459837228059769,100.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17.000000000000000,5.631228924000000,65.765501259999994,-164.170460800000000,-4.5000000,145.0000000,54.9399986,87.0000000,412.0000000,0.4083539,7.1265931,2.4081855,273.5105286
37,8M,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.532783746719360,0.515465021133423,172.000000000000000,0.000000000000000,15.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,21.000000000000000,6.963333130000000,65.650391580000004,-164.144582799999990,-4.3000002,148.0000000,54.9399986,87.0000000,395.0000000,0.4300807,7.3155732,1.3753742,208.5651398
38,8P,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.461102575063705,0.459878921508789,28.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,9.659999847000000,65.602642889999998,-164.242944800000000,-4.5000000,147.0000000,54.9399986,87.0000000,397.0000000,0.4374669,7.3155732,1.0578496,210.9980316
39,8S,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.497219026088715,0.512589991092682,250.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,21.000000000000000,5.389322758000000,65.720150469999993,-164.175878899999990,-4.5000000,145.0000000,95.2099991,13.0000000,402.0000000,0.4175294,7.1265931,1.6296511,254.4388733
40,9L,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.492618650197983,0.496849805116653,242.000000000000000,0.000000000000000,25.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,23.000000000000000,9.874876976000000,65.753994579999997,-163.796394600000010,-4.4000001,145.0000000,54.9399986,87.0000000,396.0000000,0.4124268,7.2654214,1.0209632,219.9964600
41,9L-b,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.499981731176376,0.501408696174622,210.000000000000000,0.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17.000000000000000,8.435000420000000,65.733577609999998,-163.738818299999990,-4.4000001,145.0000000,70.1999969,88.0000000,407.0000000,0.4185707,7.2654214,0.5294135,257.5623169
42,9M,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.476293504238129,0.471954226493835,48.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,23.000000000000000,7.960000038000000,65.744617579999996,-163.652268700000010,-4.5999999,145.0000000,70.1999969,88.0000000,416.0000000,0.4150004,7.2654214,0.7498271,278.7546692
43,9P,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.448393434286118,0.457819133996964,358.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,19.000000000000000,7.972499847000000,65.777480010000005,-163.838773500000000,-4.1999998,146.0000000,54.9399986,87.0000000,384.0000000,0.4092090,7.2654214,1.2587162,158.9882355
44,10L,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.482481181621552,0.509374797344208,274.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13.000000000000000,7.009554863000000,65.866765380000004,-163.606038200000000,-4.5999999,143.0000000,54.9399986,87.0000000,405.0000000,0.3954760,7.2654214,0.8246207,236.0090942
45,10L-b,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.485638767480850,0.475166022777557,94.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,5.688269615000000,66.006739139999993,-163.265451300000000,-5.0000000,141.0000000,70.1999969,88.0000000,379.0000000,0.3719680,7.3260884,1.0153389,58.0608368
46,10M,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.452265322208405,0.415231794118881,66.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,15.000000000000000,5.579999924000000,65.878985439999994,-163.691015900000000,-4.3000002,145.0000000,54.9399986,87.0000000,382.0000000,0.3926466,7.2654214,0.6478954,173.0606232
47,10P,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.550439476966858,0.566985666751862,218.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,19.000000000000000,4.007487297000000,65.872741340000005,-163.526677000000010,-4.4000001,145.0000000,54.9399986,87.0000000,407.0000000,0.3956179,7.0239110,0.9683828,236.8010101
48,11L,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.476605743169785,0.455586314201355,75.000000000000000,0.000000000000000,17.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,15.000000000000000,4.682923794000000,65.784952640000000,-164.266440999999990,-4.5000000,145.0000000,54.9399986,87.0000000,439.0000000,0.4055242,7.1265931,1.0694344,285.2450256
49,11L-b,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.431991845369339,0.447586596012115,356.000000000000000,0.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,18.000000000000000,7.380000114000000,65.887461299999998,-164.151647800000010,-4.1999998,146.0000000,54.9399986,87.0000000,378.0000000,0.3890146,7.3821759,1.6213572,166.4378204
50,11M,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.479395329952240,0.479725927114487,30.000000000000000,0.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,18.000000000000000,8.550000191000001,65.932270290000005,-163.979535800000010,-4.6999998,144.0000000,70.1999969,88.0000000,369.0000000,0.3816303,7.4959779,0.3107094,69.1854095
51,11P,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.444715499877930,0.463478982448578,344.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17.000000000000000,5.796666622000000,65.894268749999995,-164.221969900000000,-4.3000002,146.0000000,54.9399986,87.0000000,382.0000000,0.3862605,7.3821759,1.5333261,170.6330719
52,12L,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.473175883293152,0.494269937276840,300.000000000000000,0.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25.000000000000000,6.326666832000000,65.783761740000003,-164.486006600000000,-4.9000001,143.0000000,54.9399986,87.0000000,466.0000000,0.4039955,6.7640724,1.8225094,407.5539551
53,12M,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.465865522623062,0.482188761234283,323.000000000000000,0.000000000000000,30.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,33.000000000000000,5.658758163000000,65.897208449999994,-164.733826599999990,-4.5000000,145.0000000,70.1999969,88.0000000,390.0000000,0.3819161,7.2474360,1.8320280,178.2369690
54,12P,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.477661728858948,0.470549911260605,62.000000000000000,0.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22.000000000000000,7.469741344000000,65.890460009999998,-164.820435100000000,-4.1999998,148.0000000,70.1999969,88.0000000,368.0000000,0.3814055,7.2474360,0.8811410,106.0594711
55,12S,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.257971405982971,0.223128318786621,33.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,39.000000000000000,9.579922676000001,65.817863349999996,-164.491773300000010,-4.8000002,143.0000000,90.9199982,29.0000000,474.0000000,0.3971964,6.7640724,3.3219807,447.0175476
56,12S-b,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.472760915756226,0.469924747943878,368.000000000000000,0.000000000000000,20.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,33.000000000000000,5.318270683000000,65.826693180000007,-164.498001399999990,-5.0000000,140.0000000,90.9199982,29.0000000,515.0000000,0.3971964,6.7640724,3.5352578,447.2113953
57,13L,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.479049891233444,0.480263948440552,22.000000000000000,0.000000000000000,17.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,23.000000000000000,5.098156452000000,65.919561979999997,-163.831553000000010,-4.4000001,146.0000000,70.1999969,88.0000000,378.0000000,0.3839907,7.4959779,1.3974481,161.8217316
