OBJECTID,Join_Count,TARGET_FID,plot,park,AdjHeight,grazing,tree,forb,graminoid,bryophyte,lichen,soil,duff,rock,water,richness,tas_decadal_mean,logs_cru,mu_ALT,mu_perma,pr_decadal_mean,dem_1km,slope_1km,FIREYEAR,PROBABILIT,vap_01_1995,vap_02_1995,vap_03_1995,vap_04_1995,vap_05_1995,vap_06_1995,vap_07_1995,vap_08_1995,vap_09_1995,vap_10_1995,vap_11_1995,vap_12_1995,rsds_01_1995,rsds_02_1995,rsds_03_1995,rsds_04_1995,rsds_05_1995,rsds_06_1995,rsds_07_1995,rsds_08_1995,rsds_09_1995,rsds_10_1995,rsds_11_1995,rsds_12_1995,vap_05_1990_1999,vap_08_1990_1999,rsds_05_1990_1999_AkAlbers,rsds_08_1990_1999_AkAlbers
11,0,11,NW-1a,3,4.510000000000000,0,0.000000000000000,12.000000000000000,25.000000000000000,50.000000000000000,3.000000000000000,2.000000000000000,25.000000000000000,0.000000000000000,3.000000000000000,23,-8.6999998,130.0000000,56.7599983,71.0000000,404.0000000,365.6812439,1.3572263,,,0.7000000,1.0000000,0.8000000,3.0000000,7.9000001,11.6999998,13.8000002,10.3000002,7.3000002,3.0000000,1.2000000,0.8000000,0.1062495,1.8305165,6.5124402,11.7185736,16.0026951,18.9550228,16.8644028,11.0027924,6.5114679,2.2687862,0.2891172,0.0000000,4.0559335,8.9325809,11.1730871,11.1730871
12,0,13,SV2,3,4.440000000000000,0,0.000000000000000,0.100000000000000,0.000000000000000,4.000000000000000,5.000000000000000,10.000000000000000,0.000000000000000,88.000000000000000,0.000000000000000,25,-8.0000000,111.0000000,97.5500031,5.0000000,527.0000000,954.0277100,1.7382365,,,0.8000000,0.9000000,0.8000000,2.5000000,6.3000002,9.6999998,11.3999996,9.0000000,6.3000002,2.5000000,1.1000000,0.7000000,0.1069950,1.8359125,6.4985213,11.6970472,15.8047981,18.6989193,16.6880302,10.8339500,6.4586167,2.2542069,0.2921247,0.0000000,3.7456064,8.3061314,11.0739508,11.0739508
13,0,12,NW-2a,3,4.353333333000000,0,0.000000000000000,1.000000000000000,35.000000000000000,80.000000000000000,1.000000000000000,0.100000000000000,15.000000000000000,0.000000000000000,1.000000000000000,17,-8.0000000,135.0000000,56.7599983,71.0000000,393.0000000,377.6414185,3.3197198,,,0.7000000,1.0000000,0.8000000,2.9000001,7.8000002,11.6999998,13.6999998,10.3000002,7.1999998,2.9000001,1.2000000,0.8000000,0.1113986,1.8499625,6.5425739,11.7465639,16.0585041,19.0091209,16.9189758,11.0549841,6.5527730,2.2940331,0.2986617,0.0000000,4.0559335,8.9325809,11.2498732,11.2498732
14,0,14,04-H2,3,2.895000000000000,0,0.000000000000000,40.000000000000000,10.000000000000000,2.000000000000000,10.000000000000000,3.000000000000000,5.000000000000000,25.000000000000000,0.000000000000000,39,-9.8000002,119.0000000,97.5500031,5.0000000,451.0000000,664.4165649,0.7840688,,,0.8000000,0.9000000,0.8000000,2.9000001,7.0999999,10.8000002,12.6000004,9.8000002,7.0000000,2.7000000,1.1000000,0.8000000,0.1118386,1.8529872,6.5317698,11.7719622,15.8784065,18.7966614,16.8016720,10.9417496,6.5217342,2.2773297,0.3010720,0.0000000,3.7023551,8.1912174,11.1876297,11.1876297
15,0,15,04-L2,3,3.113333333000000,0,0.000000000000000,4.000000000000000,1.000000000000000,1.000000000000000,30.000000000000000,0.010000000000000,0.010000000000000,90.000000000000000,0.000000000000000,38,-9.8000002,124.0000000,97.5500031,5.0000000,454.0000000,632.4984741,1.2337838,,,0.8000000,0.9000000,0.9000000,2.7000000,7.0000000,10.6000004,12.6000004,9.8000002,6.8000002,2.7000000,1.1000000,0.8000000,0.1122852,1.8582478,6.5298305,11.7135973,15.8787231,18.7738304,16.7619724,10.9149466,6.5086951,2.2801864,0.3018145,0.0000000,3.7456064,8.3061314,11.1468706,11.1468706
16,0,16,NE-5c,3,3.910000000000000,0,0.000000000000000,10.000000000000000,8.000000000000000,15.000000000000000,18.000000000000000,2.000000000000000,15.000000000000000,50.000000000000000,0.000000000000000,48,-9.6999998,127.0000000,92.0000000,3.0000000,465.0000000,673.3788452,2.5067339,,,0.8000000,0.9000000,0.7000000,2.9000001,7.0000000,10.3999996,12.3000002,9.3000002,6.8000002,2.5999999,1.2000000,0.7000000,0.1110600,1.8372105,6.5321069,11.8658953,15.9140158,18.7989311,16.9391994,11.0817022,6.5736885,2.2586656,0.3023923,0.0000000,4.0272989,8.5066748,11.2936287,11.2936287
17,0,21,Dwarf18,4,1.308827004000000,0,0.000000000000000,0.500000000000000,0.500000000000000,5.000000000000000,5.000000000000000,0.000000000000000,5.000000000000000,45.000000000000000,0.000000000000000,65,-8.1999998,117.0000000,99.3499985,5.0000000,552.0000000,1185.4106445,1.8120865,,,0.9000000,0.9000000,0.4000000,2.5000000,5.4000001,7.5999999,9.6999998,7.8000002,6.1999998,2.3000000,0.8000000,0.5000000,0.1075230,1.7642049,6.5048795,12.2626133,16.3084793,18.6611595,16.6900120,11.1561031,6.4660788,2.0796437,0.2978007,0.0000000,3.3652554,6.8278503,11.1404734,11.1404734
18,0,17,NW-6a,3,2.780000000000000,0,0.000000000000000,35.000000000000000,60.000000000000000,5.000000000000000,3.000000000000000,10.000000000000000,50.000000000000000,0.000000000000000,0.000000000000000,18,-6.0999999,137.0000000,97.5500031,5.0000000,448.0000000,518.4523926,0.7673222,,,0.8000000,1.0000000,0.8000000,2.4000001,7.0999999,11.5000000,13.1000004,10.3000002,6.8000002,2.5999999,1.1000000,0.7000000,0.1200838,1.8857807,6.5658765,11.6637821,16.1520176,18.9078293,16.7758064,11.0716429,6.5587034,2.3346570,0.3105571,0.0000000,4.5221620,9.8347416,11.2012901,11.2012901
19,0,18,Acid155,4,1.833333333000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.500000000000000,0.500000000000000,0.000000000000000,0.000000000000000,99.000000000000000,0.000000000000000,20,-8.3000002,116.0000000,91.7600021,28.0000000,547.0000000,1187.5351563,3.2570522,,,0.9000000,0.9000000,0.4000000,2.5999999,5.4000001,7.5999999,9.6999998,7.8000002,6.0999999,2.3000000,0.9000000,0.5000000,0.1089199,1.7690468,6.5110722,12.2424612,16.2548599,18.6375599,16.6694679,11.1443768,6.4705005,2.0923045,0.3000254,0.0000000,3.3652554,6.8278503,11.1632690,11.1632690
20,0,19,Acid91,4,2.933333333000000,0,0.000000000000000,0.000000000000000,0.500000000000000,3.000000000000000,0.500000000000000,3.000000000000000,0.500000000000000,85.000000000000000,0.000000000000000,30,-8.1999998,116.0000000,91.7600021,28.0000000,557.0000000,1209.0350342,3.2840936,,,0.9000000,0.9000000,0.4000000,2.5999999,5.3000002,7.5999999,9.6000004,7.6999998,6.0999999,2.3000000,0.9000000,0.5000000,0.1089321,1.7690934,6.5111318,12.2425013,16.2548637,18.6375370,16.6694584,11.1444006,6.4705429,2.0952680,0.3000469,0.0000000,3.3652554,6.8278503,11.1632690,11.1632690
21,0,20,Dwarf107,4,1.666666667000000,0,0.000000000000000,0.000000000000000,0.500000000000000,0.500000000000000,0.500000000000000,30.000000000000000,1.000000000000000,25.000000000000000,0.000000000000000,32,-8.1000004,120.0000000,91.7600021,28.0000000,529.0000000,1147.2797852,3.3432286,,,0.9000000,0.9000000,0.4000000,2.5999999,5.4000001,7.5999999,9.6999998,7.8000002,6.0999999,2.3000000,0.9000000,0.5000000,0.1089199,1.7690468,6.5110722,12.2424612,16.2548599,18.6375599,16.6694679,11.1443768,6.4705005,2.0923045,0.3000254,0.0000000,3.3652554,6.8278503,11.1187725,11.1187725
22,0,22,Dwarf29,4,1.515071730000000,0,0.000000000000000,0.500000000000000,40.000000000000000,25.000000000000000,1.000000000000000,1.000000000000000,0.500000000000000,20.000000000000000,0.500000000000000,54,-8.1999998,117.0000000,91.7600021,28.0000000,560.0000000,1214.6066895,4.4915595,,,0.8000000,0.9000000,0.4000000,2.5000000,5.3000002,7.5000000,9.6000004,7.6999998,6.0000000,2.3000000,0.9000000,0.5000000,0.1088982,1.7707931,6.5048642,12.2423878,16.2728710,18.6163998,16.6304512,11.1301212,6.4624286,2.0834610,0.2996202,0.0000000,3.3652554,6.8278503,11.1144876,11.1144876
23,0,23,NE-4b,3,4.616250000000000,0,0.000000000000000,10.000000000000000,90.000000000000000,30.000000000000000,1.000000000000000,0.100000000000000,40.000000000000000,0.000000000000000,3.000000000000000,24,-8.5000000,134.0000000,56.7599983,71.0000000,416.0000000,487.8102722,1.8904063,,,0.7000000,0.9000000,0.8000000,3.3000000,7.4000001,9.8999996,12.5000000,9.0000000,6.8000002,2.9000001,1.2000000,0.8000000,0.1150385,1.8352000,6.5518575,11.9116287,16.1853619,18.8995132,17.1125660,11.2294426,6.6718445,2.2264905,0.3123020,0.0000000,4.0132551,8.3678637,11.4101667,11.4101667
24,0,24,NW-1b,3,6.081666667000000,0,40.000000000000000,15.000000000000000,30.000000000000000,50.000000000000000,5.000000000000000,0.100000000000000,50.000000000000000,0.000000000000000,0.000000000000000,29,-6.5999999,142.0000000,91.9499969,20.0000000,372.0000000,205.9891052,0.3137400,2010,,0.8000000,1.1000000,0.8000000,3.0999999,7.8000002,11.6999998,14.1000004,10.5000000,7.1999998,3.0999999,1.4000000,0.8000000,0.1220671,1.8928014,6.5844989,11.7169037,16.2246685,19.0111675,16.9113655,11.1311598,6.6115923,2.3449886,0.3156553,0.0000000,4.0520387,8.9001503,11.2950363,11.2950363
25,0,25,NW-1d,3,5.695000000000000,0,27.000000000000000,0.100000000000000,20.000000000000000,65.000000000000000,5.000000000000000,3.000000000000000,15.000000000000000,0.000000000000000,0.000000000000000,32,-5.5999999,145.0000000,56.7599983,71.0000000,363.0000000,156.4987488,1.8626038,,,0.8000000,1.1000000,0.8000000,2.9000001,7.6999998,11.6999998,13.8999996,10.8999996,7.0000000,3.0999999,1.3000000,0.8000000,0.1277139,1.9156909,6.6024299,11.6753893,16.3176346,18.9355583,16.8288174,11.1861610,6.6254382,2.3750792,0.3236503,0.0000000,4.5221620,9.8347416,11.2774620,11.2774620
26,0,26,NW-1e,3,6.450000000000000,0,45.000000000000000,45.000000000000000,5.000000000000000,75.000000000000000,0.100000000000000,0.100000000000000,35.000000000000000,0.000000000000000,0.000000000000000,30,-5.6999998,145.0000000,91.9499969,20.0000000,364.0000000,114.9884033,1.2127824,,,0.8000000,1.2000000,0.9000000,3.0000000,7.9000001,11.8000002,14.1000004,11.0000000,7.0999999,3.2000000,1.4000000,0.9000000,0.1260332,1.9095590,6.6011381,11.6827755,16.3169079,19.0020275,16.8689156,11.2116547,6.6281056,2.3698559,0.3212706,0.0000000,4.5221620,9.8347416,11.3183098,11.3183098
27,0,29,NE-4a,3,4.020000000000000,0,0.000000000000000,0.100000000000000,45.000000000000000,50.000000000000000,1.000000000000000,8.000000000000000,30.000000000000000,0.000000000000000,0.000000000000000,39,-8.3000002,134.0000000,56.7599983,71.0000000,407.0000000,396.3126526,1.1282312,,,0.7000000,1.0000000,0.8000000,3.8000000,7.6999998,10.6000004,13.1000004,9.3999996,6.9000001,3.0000000,1.3000000,0.8000000,0.1212668,1.8700488,6.5958776,11.9449911,16.1519451,18.9504986,17.1465111,11.2565203,6.6870022,2.2982790,0.3217781,0.0000000,4.1313043,8.6329546,11.4659443,11.4659443
28,0,33,NW-3c,3,6.626666667000000,0,0.000000000000000,0.000000000000000,82.000000000000000,65.000000000000000,1.000000000000000,2.500000000000000,40.000000000000000,0.000000000000000,1.000000000000000,29,-8.0000000,134.0000000,56.7599983,71.0000000,375.0000000,272.2458496,0.9643409,,,0.7000000,1.0000000,1.0000000,3.9000001,8.1999998,11.3000002,13.8000002,10.5000000,7.1999998,3.3000000,1.4000000,0.9000000,0.1247706,1.9065793,6.6028953,11.8230057,16.1536674,18.9851189,16.9485016,11.1218138,6.6365719,2.3474553,0.3238383,0.0000000,3.9688914,8.7128096,11.3225803,11.3225803
29,0,27,04-D1,3,3.175000000000000,0,10.000000000000000,12.000000000000000,10.000000000000000,25.000000000000000,3.000000000000000,2.000000000000000,2.000000000000000,1.000000000000000,0.000000000000000,19,-6.6999998,140.0000000,91.9499969,20.0000000,372.0000000,195.2488098,2.1865008,,,0.8000000,1.2000000,0.8000000,3.0000000,7.6999998,11.5000000,14.0000000,10.5000000,7.0999999,3.0999999,1.4000000,0.8000000,0.1306217,1.9249027,6.6252584,11.7518158,16.2819939,18.9973202,16.9061890,11.1593361,6.6527696,2.3750052,0.3298168,0.0000000,4.0906153,8.9532604,11.2960310,11.2960310
30,0,28,NE-3b,3,3.255000000000000,0,0.000000000000000,0.100000000000000,75.000000000000000,35.000000000000000,1.500000000000000,3.000000000000000,25.000000000000000,0.100000000000000,0.000000000000000,21,-10.1000004,120.0000000,91.7600021,28.0000000,441.0000000,701.5025635,0.6575266,,,0.8000000,0.7000000,0.8000000,2.5999999,6.0000000,9.6999998,11.1999998,9.1999998,6.3000002,2.5999999,1.2000000,0.7000000,0.1203272,1.8168722,6.5771899,12.0468168,16.2590160,18.8284073,17.0509567,11.2229633,6.6698046,2.1916575,0.3233598,0.0000000,3.7934587,7.7333689,11.3539724,11.3539724
31,0,30,NE-4c,3,4.895000000000000,0,0.000000000000000,0.100000000000000,70.000000000000000,50.000000000000000,1.000000000000000,0.100000000000000,35.000000000000000,0.000000000000000,0.000000000000000,34,-8.3000002,134.0000000,92.0000000,3.0000000,413.0000000,420.8760071,1.0023367,2010,,0.7000000,1.0000000,0.8000000,3.7000000,7.5000000,10.6999998,12.8999996,9.1999998,6.9000001,2.9000001,1.3000000,0.7000000,0.1223036,1.8689748,6.5992222,11.9594707,16.1882839,18.9068298,17.1654911,11.2863722,6.7136192,2.2886004,0.3238343,0.0000000,4.1313043,8.6329546,11.4862022,11.4862022
32,0,31,NW-2b,3,5.653333333000000,0,0.000000000000000,0.100000000000000,60.000000000000000,70.000000000000000,0.100000000000000,0.100000000000000,25.000000000000000,0.000000000000000,0.000000000000000,17,-7.1999998,139.0000000,56.7599983,71.0000000,372.0000000,274.0086060,2.1711416,,,0.7000000,1.1000000,0.8000000,2.9000001,7.5999999,11.6000004,14.0000000,10.3999996,7.0999999,3.0000000,1.3000000,0.8000000,0.1286303,1.9164165,6.6234341,11.7588329,16.2451553,19.0005360,16.9268608,11.1561041,6.6469612,2.3664148,0.3271968,0.0000000,4.1513357,9.0296144,11.2970438,11.2970438
33,0,32,NW-3b,3,6.455000000000000,0,0.000000000000000,15.000000000000000,70.000000000000000,60.000000000000000,5.000000000000000,0.100000000000000,40.000000000000000,0.000000000000000,0.000000000000000,28,-8.6999998,131.0000000,56.7599983,71.0000000,397.0000000,372.7593384,1.7439967,,,0.7000000,1.0000000,0.9000000,3.5000000,7.8000002,10.8999996,13.5000000,10.1000004,7.0000000,3.0999999,1.4000000,0.8000000,0.1274820,1.9159087,6.6142879,11.8305225,16.1907883,19.0017204,16.9662952,11.1406527,6.6529064,2.3583431,0.3285534,0.0000000,4.2307787,9.1117735,11.3376198,11.3376198
34,0,34,NW-6b,3,4.700000000000000,0,0.000000000000000,0.100000000000000,55.000000000000000,40.000000000000000,4.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17,-5.5000000,145.0000000,56.7599983,71.0000000,367.0000000,84.3743744,0.2741637,,,0.8000000,1.2000000,0.9000000,3.0999999,8.0000000,11.6999998,14.1999998,11.1999998,7.1999998,3.3000000,1.4000000,0.9000000,0.1304172,1.9248551,6.6260214,11.6949673,16.3908672,19.0156708,16.9051781,11.2477770,6.6659169,2.3889360,0.3286900,0.0000000,4.5221620,9.8347416,11.3530769,11.3530769
35,0,37,NE-6b,3,4.830000000000000,0,0.000000000000000,0.000000000000000,70.000000000000000,50.000000000000000,4.000000000000000,1.000000000000000,45.000000000000000,0.000000000000000,0.100000000000000,31,-7.5999999,138.0000000,56.7599983,71.0000000,402.0000000,337.2528076,1.3162853,2010,,0.7000000,1.0000000,0.8000000,3.8000000,7.5999999,10.8999996,13.1000004,9.3000002,6.9000001,3.0000000,1.4000000,0.7000000,0.1251326,1.8786913,6.6174622,11.9797716,16.2254105,18.9443760,17.2026234,11.3055305,6.7305260,2.3027432,0.3288182,0.0000000,4.2211504,8.7766056,11.5193462,11.5193462
36,0,38,NW-1c,3,3.988750000000000,0,32.000000000000000,15.000000000000000,8.000000000000000,75.000000000000000,5.000000000000000,2.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,30,-5.5000000,145.0000000,91.9499969,20.0000000,372.0000000,70.5618744,0.0937606,,,0.8000000,1.2000000,0.9000000,3.0999999,7.8000002,11.6000004,14.0000000,11.1999998,7.1999998,3.3000000,1.5000000,0.9000000,0.1349061,1.9414895,6.6439481,11.7189608,16.4468155,19.0507298,16.9415989,11.2836380,6.6951537,2.4075587,0.3363770,0.0000000,4.5675945,9.9373932,11.3736076,11.3736076
37,0,39,NW-3a,3,5.330000000000000,0,0.000000000000000,0.100000000000000,75.000000000000000,70.000000000000000,3.000000000000000,1.000000000000000,45.000000000000000,0.000000000000000,0.000000000000000,25,-8.5000000,132.0000000,64.8199997,98.0000000,393.0000000,357.4777832,0.3934739,,,0.7000000,1.0000000,0.9000000,3.5999999,7.8000002,11.0000000,13.3999996,10.0000000,6.9000001,3.0000000,1.4000000,0.8000000,0.1287520,1.9193463,6.6184826,11.8332911,16.1731644,18.9365749,16.9461765,11.1138115,6.6478615,2.3582327,0.3305622,0.0000000,4.2307787,9.1117735,11.3448963,11.3448963
38,0,46,Dwarf14,4,3.309306479000000,0,0.000000000000000,5.000000000000000,1.000000000000000,5.000000000000000,3.000000000000000,0.500000000000000,0.500000000000000,25.000000000000000,0.000000000000000,63,-7.6999998,125.0000000,76.8499985,35.0000000,534.0000000,1382.8100586,3.5768900,,,0.9000000,0.9000000,0.1000000,2.8000000,4.1999998,6.0000000,8.1000004,7.0000000,5.4000001,2.0999999,0.2000000,0.1000000,0.1267351,1.8609632,6.5031009,13.1666613,17.5950527,18.5858402,16.5790577,11.2187071,6.4458580,1.9830953,0.3126881,0.0000000,3.3626261,7.0283017,11.0837469,11.0837469
39,0,50,Lowrc149,4,3.616506329000000,0,0.000000000000000,0.500000000000000,40.000000000000000,30.000000000000000,0.500000000000000,1.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,35,-7.5000000,128.0000000,76.8499985,35.0000000,511.0000000,1293.0148926,3.1204748,,,0.9000000,0.9000000,0.1000000,2.8000000,4.5000000,6.0999999,8.3000002,7.0999999,5.5999999,2.0999999,0.2000000,0.1000000,0.1268103,1.8631213,6.5034261,13.1669044,17.6311378,18.6068745,16.6180134,11.2188416,6.4380245,1.9832886,0.3128085,0.0000000,3.3626261,7.0283017,11.0991163,11.0991163
40,0,35,NE-5a,3,3.406666667000000,0,0.000000000000000,3.000000000000000,2.000000000000000,0.100000000000000,0.100000000000000,10.000000000000000,0.100000000000000,85.000000000000000,0.000000000000000,38,-8.1000004,127.0000000,92.0000000,3.0000000,497.0000000,766.0895386,1.9770650,,,0.8000000,0.8000000,0.8000000,2.8000000,6.0999999,9.5000000,11.3000002,8.8999996,6.3000002,2.5999999,1.1000000,0.6000000,0.1290621,1.8541934,6.6086578,12.0353451,16.3524971,18.8770180,17.1231327,11.2809830,6.7376766,2.2341862,0.3382801,0.0000000,4.0676908,8.2204199,11.4349842,11.4349842
41,0,36,NE-6a,3,5.693333333000000,0,0.000000000000000,0.000000000000000,70.000000000000000,30.000000000000000,2.000000000000000,5.000000000000000,30.000000000000000,0.000000000000000,0.000000000000000,20,-8.0000000,136.0000000,56.7599983,71.0000000,421.0000000,375.2465210,0.4486035,,,0.7000000,1.0000000,0.8000000,3.8000000,7.6999998,10.5000000,13.1000004,9.1999998,6.9000001,3.0000000,1.3000000,0.8000000,0.1286436,1.8808118,6.6171741,12.0001020,16.3527184,18.9607258,17.2202778,11.3532333,6.7878642,2.2778339,0.3363224,0.0000000,4.2120709,8.5656910,11.5356169,11.5356169
42,0,40,SE-4a,3,3.470000000000000,0,0.000000000000000,25.000000000000000,20.000000000000000,80.000000000000000,30.000000000000000,10.000000000000000,20.000000000000000,10.000000000000000,0.000000000000000,40,-9.0000000,128.0000000,64.8199997,98.0000000,446.0000000,554.9954224,1.4502745,,,0.8000000,1.0000000,0.7000000,2.8000000,7.1999998,11.0000000,12.6999998,9.6999998,7.0000000,2.5999999,1.1000000,0.8000000,0.1300477,1.9165224,6.6220422,11.8970203,16.1194248,18.9351501,17.0041447,11.1580400,6.6747084,2.3546586,0.3344136,0.0000000,4.0751677,8.7179928,11.3891544,11.3891544
